neighbor_count	neighbors[list]	SelectedFingers.2.0	Flexion.2.0	FlexionChange.2.0	Spread.2.0	SpreadChange.2.0	ThumbPosition.2.0	ThumbContact.2.0	SignType.2.0	Movement.2.0	RepeatedMovement.2.0	MajorLocation.2.0	MinorLocation.2.0	SecondMinorLocation.2.0	Contact.2.0	NonDominantHandshape.2.0	UlnarRotation.2.0
4	[goatee;G_01_074,hear_2;J_02_006,husband;D_01_082,learn_lesson;E_02_041]	imrp	Curved	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	0	Head	Forehead		1		0
2	[enough;D_01_084,window_open;E_02_075]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	0	Hand	FingerRadial	HandAway	1	S	0
2	[enough;D_01_084,window_open;E_02_075]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	FingerRadial	HandAway	1	open_b	0
2	[enough;D_01_084,get_through;F_03_047]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	FingerFront	HandAway	1	S	0
2	[enough;D_01_084,get_through;F_03_047]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	FingerRadial	HandAway	1	5	0
2	[idea;D_01_085,red_faced;F_03_030]	p	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	0	Head	Chin	HeadAway	1		0
4	[minimum;J_03_077,next;E_03_080,operate_machine;G_02_026,sweep;D_01_086]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	1	Hand	FingerTip	HandAway	1	open_b	0
2	[chop;F_02_099,sweep;D_01_086]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Other	1	Hand	Palm	HandAway	1	open_b	0
2	[chop;F_02_099,sweep;D_01_086]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	1	Hand	Palm	Palm	1	open_b	0
2	[sweep;D_01_086,time_progress;H_02_061]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	1	Hand	Palm	FingerFront	1	open_b	0
2	[sweep;D_01_086,take_off;H_03_050]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	1	Hand	Palm	HandAway	1	open_b	0
2	[here;D_01_089,wrap_up_2;K_02_062]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	0	open_b	0
2	[here;D_01_089,wrap_up_2;K_02_062]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	0	flat_b	0
3	[contact;D_03_022,network;J_02_075,pity;D_01_090]	m	Flat	0.0			Open	0.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	1	open_8	0
3	[contact;D_03_022,network;J_02_075,pity;D_01_090]	m	Flat	0.0			Open	0.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	1	open_8	0
2	[early;G_01_018,shiny;D_01_091]	m	Flat	0.0			Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	PalmBack	HandAway	1	B	1
3	[early;G_01_018,naked;H_01_087,shiny;D_01_091]	m	Flat	0.0			Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	PalmBack	HandAway	1	C	0
3	[naked;H_01_087,sharp_2;H_01_105,shiny;D_01_091]	m	Flat	0.0			Open	0.0	AsymmetricalDifferentHandshape	Curved	0	Hand	PalmBack	HandAway	1	C	1
3	[early;G_01_018,naked;H_01_087,shiny;D_01_091]	m	Flat	0.0			Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	PalmBack	HandAway	1	C	0
2	[cloud;D_01_092,cloud_3;K_02_071]	imrp	Curved	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	0	curved_5	1
2	[february;D_01_093,w.h.a.t;G_02_089]	p	Curved				Open	1.0	OneHanded		0	Neutral	Neutral		0		0
3	[february;D_01_093,thursday;B_02_045,w.h.a.t;G_02_089]	i	Curved				Open	1.0	OneHanded		0	Neutral	Neutral		0		1
3	[TV;C_02_038,february;D_01_093,peg_2;K_03_083]	i	Flat				Open	1.0	OneHanded		0	Neutral	Neutral		0		0
2	[february;D_01_093,peg_2;K_03_083]	i	Curved	1.0			Open	1.0	OneHanded		0	Neutral	Neutral		0		0
2	[hear_1;E_01_097,loud;D_02_007]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Head	Other		1	1	0
2	[hear_1;E_01_097,loud;D_02_007]	i	FullyOpen	0.0			Closed	0.0	SymmetricalOrAlternating		0	Head	Other		1		0
2	[gold;D_02_009,skin;F_01_091]	ip	Bent	0.0			Open	0.0	OneHanded		0	Head	CheekNose		1		0
3	[california;H_02_038,gold;D_02_009,stink;H_01_064]	ip	Flat	0.0			Open	0.0	OneHanded		0	Head	CheekNose		1		0
3	[california;H_02_038,gold;D_02_009,stink;H_01_064]	ip	Flat	0.0			Open	0.0	OneHanded		0	Head	CheekNose		1		0
4	[banana_3;K_03_014,plus;J_03_045,specialist;H_01_038,thermometer;D_02_012]	i	FullyOpen	0.0			Closed	0.0	AsymmetricalSameHandshape	Straight	0	Hand	FingerRadial	FingerRadial	1	1	0
4	[positive;J_02_050,regular;J_01_067,specialist;H_01_038,thermometer;D_02_012]	i	FullyOpen	0.0			Closed	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerRadial	HandAway	1	1	0
2	[peel_1;H_03_052,thermometer;D_02_012]	i	Bent	0.0			Closed	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerRadial	FingerRadial	1	1	0
2	[peel_1;H_03_052,thermometer;D_02_012]	i	FullyOpen	0.0			Closed	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	FingerRadial	FingerRadial	1	1	0
2	[regular;J_01_067,thermometer;D_02_012]	i	FullyOpen	0.0			Closed	0.0	AsymmetricalSameHandshape	Curved	1	Hand	FingerRadial	FingerRadial	1	1	0
4	[positive;J_02_050,regular;J_01_067,specialist;H_01_038,thermometer;D_02_012]	i	FullyOpen	0.0			Closed	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerRadial	HandAway	1	1	0
4	[banana_3;K_03_014,plus;J_03_045,specialist;H_01_038,thermometer;D_02_012]	i	FullyOpen	0.0			Closed	0.0	AsymmetricalSameHandshape	Straight	0	Hand	FingerRadial	FingerRadial	1	1	0
2	[banana_3;K_03_014,thermometer;D_02_012]	i	FullyOpen	0.0			Closed	0.0	AsymmetricalSameHandshape	BackAndForth	1	Hand	FingerRadial	FingerRadial	1	1	0
4	[banana_3;K_03_014,plus;J_03_045,specialist;H_01_038,thermometer;D_02_012]	i	FullyOpen	0.0			Closed	0.0	AsymmetricalSameHandshape	Straight	0	Hand	FingerRadial	FingerRadial	1	1	0
2	[forgetful;D_02_017,smell;E_02_049]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	OneHanded	Curved	1	Head	HeadAway	HeadAway	0		0
4	[but;D_03_030,meet;D_02_018,sign_language;D_02_031,triangle;J_02_080]	i	FullyOpen	0.0			Closed	0.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	1	1	0
5	[back_up;G_01_102,but;D_03_030,meet;D_02_018,square;J_01_060,triangle;J_02_080]	i	FullyOpen	0.0			Closed	0.0	SymmetricalOrAlternating	Other	0	Neutral	Neutral	Neutral	1	1	0
2	[meet;D_02_018,suspend;H_01_016]	i	Bent	0.0			Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	1	0
2	[meet;D_02_018,suspend;H_01_016]	i	FullyOpen	0.0			Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	bent_1	0
2	[meet;D_02_018,square;J_01_060]	i	FullyOpen	1.0			Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	1	0
5	[back_up;G_01_102,but;D_03_030,meet;D_02_018,square;J_01_060,triangle;J_02_080]	i	FullyOpen	0.0			Closed	0.0	SymmetricalOrAlternating	Other	0	Neutral	Neutral	Neutral	1	1	0
3	[fork_4;K_01_027,screwdriver;D_02_023,sushi;D_03_092]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm		1	B	1
2	[screwdriver;D_02_023,sushi;D_03_092]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalDifferentHandshape		1	Hand	Palm		1	B	0
2	[screwdriver;D_02_023,signature;F_01_069]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalDifferentHandshape	Curved	1	Hand	Palm		1	B	1
2	[screwdriver;D_02_023,signature;F_01_069]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalDifferentHandshape		0	Hand	Palm		1	B	1
2	[fork_4;K_01_027,screwdriver;D_02_023]	im	FullyOpen	0.0	1.0	0.0	Closed	0.0	AsymmetricalDifferentHandshape		1	Hand	Palm		1	B	1
3	[alone;D_02_024,insult;A_03_006,up;E_01_069]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0		1
5	[alone;D_02_024,day;C_01_044,isolated;F_02_033,up;E_01_069,wander;A_01_019]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Circular	0	Neutral	Neutral	Neutral	0		0
5	[alone;D_02_024,day;C_01_044,isolated;F_02_033,up;E_01_069,wander;A_01_019]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Circular	0	Neutral	Neutral	Neutral	0		0
3	[knock;F_01_042,lighter;D_02_025,stopwatch;F_01_067]	t		1.0			Open		OneHanded		1	Neutral	Neutral	Neutral	0		0
3	[athlete;J_03_068,lighter;D_02_025,stopwatch;F_01_067]	t		1.0			Open		OneHanded	Straight	1	Neutral	Neutral		0		0
3	[knock;F_01_042,lighter;D_02_025,stopwatch;F_01_067]	t		1.0			Open		OneHanded		1	Neutral	Neutral	Neutral	0		0
3	[athlete;J_03_068,lighter;D_02_025,stopwatch;F_01_067]	t		1.0			Open		OneHanded	Straight	1	Neutral	Neutral		0		0
6	[bicycle;D_02_026,can;D_03_027,canoe;D_01_045,cheerleader;H_02_045,pop_4;K_03_031,year;B_02_015]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	0	s	0
2	[bicycle;D_02_026,winter;E_03_022]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral		0	s	0
3	[accordion;F_02_048,bicycle;D_02_026,ski-ca;K_03_033]	imrp	FullyClosed	0.0			Closed	1.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	0	s	0
4	[bicycle;D_02_026,cheerleader;H_02_045,possible;B_02_005,shovel;A_01_088]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Z-shaped	1	Neutral	Neutral	Neutral	0	s	0
6	[bicycle;D_02_026,can;D_03_027,canoe;D_01_045,cheerleader;H_02_045,pop_4;K_03_031,year;B_02_015]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	0	s	0
4	[bicycle;D_02_026,pop_4;K_03_031,possible;B_02_005,shovel;A_01_088]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	BackAndForth	1	Neutral	Neutral	Neutral	0	s	0
6	[bicycle;D_02_026,can;D_03_027,canoe;D_01_045,cheerleader;H_02_045,pop_4;K_03_031,year;B_02_015]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	0	s	0
3	[accordion;F_02_048,bicycle;D_02_026,ski-ca;K_03_033]	imrp	FullyClosed	0.0			Closed	1.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	0	s	0
4	[edit;F_01_068,gift;E_01_055,ski;D_02_027,suspend;H_01_016]	i	Bent	0.0			Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	bent_1	0
4	[edit;F_01_068,gift;E_01_055,ski;D_02_027,suspend;H_01_016]	i	Bent	0.0			Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	bent_1	0
2	[edit;F_01_068,ski;D_02_027]	i	Bent	0.0			Closed	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	bent_1	1
2	[should;G_02_079,ski;D_02_027]	i	Bent	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0	bent_1	0
2	[should;G_02_079,ski;D_02_027]	i	Bent	0.0			Closed	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0		0
4	[edit;F_01_068,gift;E_01_055,ski;D_02_027,suspend;H_01_016]	i	Bent	0.0			Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	bent_1	0
2	[airplane;D_03_068,insurance;D_02_030]	ip	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
6	[insurance;D_02_030,isolated;F_02_033,should;G_02_079,shrimp;A_01_065,up;E_01_069,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
3	[insurance;D_02_030,that;C_03_059,up;E_01_069]	p	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0		0
6	[insurance;D_02_030,isolated;F_02_033,should;G_02_079,shrimp;A_01_065,up;E_01_069,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
2	[insurance;D_02_030,isolated;F_02_033]	p	FullyOpen	0.0			Closed	0.0	OneHanded	Circular	1	Neutral	Neutral	Neutral	0		0
6	[insurance;D_02_030,isolated;F_02_033,should;G_02_079,shrimp;A_01_065,up;E_01_069,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
2	[insurance;D_02_030,should;G_02_079]	p	Bent	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
4	[but;D_03_030,meet;D_02_018,sign_language;D_02_031,triangle;J_02_080]	i	FullyOpen	0.0			Closed	0.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	1	1	0
3	[happen;B_03_080,roll;E_03_011,sign_language;D_02_031]	i	FullyOpen	0.0			Closed	0.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	0	1	1
5	[back_up;G_01_102,go;C_03_056,long_word;H_02_047,sign_language;D_02_031,triangle;J_02_080]	i	FullyOpen	0.0			Closed	0.0	SymmetricalOrAlternating	BackAndForth	0	Neutral	Neutral	Neutral	0	1	0
4	[but;D_03_030,meet;D_02_018,sign_language;D_02_031,triangle;J_02_080]	i	FullyOpen	0.0			Closed	0.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	1	1	0
3	[bank;D_02_032,bullshit;J_03_053,bus;E_01_004]	imrp	FullyOpen		0.0		Closed	0.0	OneHanded		0	Neutral	Neutral	Neutral	0		0
2	[bank;D_02_032,bus;E_01_004]	imrp	FullyOpen		0.0		Closed	0.0	OneHanded	BackAndForth	0	Neutral	Neutral		0		0
2	[bank;D_02_032,hard_of_hearing;J_01_050]	im	FullyOpen		0.0		Closed	0.0	OneHanded	BackAndForth	0	Neutral	Neutral	Neutral	0		0
3	[bank;D_02_032,bullshit;J_03_053,hard_of_hearing;J_01_050]	imrp	FullyOpen		0.0		Closed	0.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0		0
2	[halloween;G_03_011,helmet;D_02_034]	imrp	Curved	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Head	HeadAway	HeadAway	0	c	1
2	[helmet;D_02_034,overwhelmed;G_03_064]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Head	HeadAway	HeadAway	0	c	0
2	[helmet;D_02_034,overwhelmed;G_03_064]	imrp	Curved	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Head	HeadAway	HeadAway	0	flat_b	0
2	[dark;J_03_094,helmet;D_02_034]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Head	HeadAway	HeadAway	0	c	0
2	[dark;J_03_094,helmet;D_02_034]	imrp	Curved	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Head	HeadAway	HeadAway	0	open_b	0
2	[confident;D_02_035,hold;F_02_080]	imrp	Curved	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating		0	Neutral	Neutral	Neutral	0	curved_5	0
2	[confident;D_02_035,dresser;F_03_075]	imrp	Curved	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Z-shaped	0	Neutral	Neutral	Neutral	0	curved_5	0
2	[confident;D_02_035,take;G_01_093]	imrp	Curved	1.0	1.0	1.0	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	curved_5	0
2	[confident;D_02_035,take;G_01_093]	imrp	Curved	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0		0
2	[adopt;J_03_014,confident;D_02_035]	imrp	Flat	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	curved_5	0
2	[adopt;J_03_014,confident;D_02_035]	imrp	Curved	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	flatspread_5	0
2	[dice;D_02_036,throw_away;E_02_070]	imrp	FullyClosed	1.0		1.0	Closed	1.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
3	[dice;D_02_036,south;C_02_029,throw_away;E_02_070]	imrp	FullyClosed	1.0		0.0	Closed	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0		0
2	[dice;D_02_036,yes;G_03_074]	imrp	FullyClosed	1.0		0.0	Closed	1.0	OneHanded	Straight	1	Neutral	Neutral		0		0
3	[doll;C_02_049,metal;D_02_037,wise;G_02_023]	i	Bent	0.0			Closed	0.0	OneHanded	Straight	1	Head	HeadAway	HeadAway	1		0
2	[metal;D_02_037,wise;G_02_023]	i	Bent	0.0			Closed	0.0	OneHanded	Straight	1	Head	UnderChin	HeadAway	0		0
3	[foul;J_01_049,metal;D_02_037,mouse;A_03_009]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Head	UnderChin	HeadAway	1		0
3	[doll;C_02_049,foul;J_01_049,metal;D_02_037]	i	Bent	0.0			Closed	0.0	OneHanded	Straight	1	Head	Other	HeadAway	1		0
2	[metal;D_02_037,toy_2;J_01_056]	i	Curved	0.0			Closed	0.0	OneHanded	Straight	1	Head	UnderChin	HeadAway	1		0
4	[cereal;A_02_014,doll;C_02_049,metal;D_02_037,toy_2;J_01_056]	i	Bent	0.0			Closed	0.0	OneHanded	Straight	1	Head	Chin	HeadAway	1		0
3	[egypt;C_02_042,metal;D_02_037,recent;J_02_056]	i	Bent	0.0			Closed	0.0	OneHanded	Straight	1	Head	UnderChin		1		0
4	[cross_3;K_03_028,forfeit;D_02_038,italy;D_02_074,pour;F_02_063]	i	Curved	0.0			Open	0.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0		0
5	[dinosaur_2;K_03_047,find;B_03_076,forfeit;D_02_038,italy;D_02_074,vacuum;D_03_084]	i	Curved	0.0			Open	1.0	OneHanded	Z-shaped	0	Neutral	Neutral	Neutral	0		0
3	[forfeit;D_02_038,pour;F_02_063,west;D_03_053]	p	Curved	0.0			Open	1.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0		0
5	[dinosaur_2;K_03_047,find;B_03_076,forfeit;D_02_038,italy;D_02_074,vacuum;D_03_084]	i	Curved	0.0			Open	1.0	OneHanded	Z-shaped	0	Neutral	Neutral	Neutral	0		0
3	[damn;F_01_098,dinosaur_2;K_03_047,forfeit;D_02_038]	m	Curved	0.0			Open	1.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0		0
3	[forfeit;D_02_038,pour;F_02_063,west;D_03_053]	p	Curved	0.0			Open	1.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0		0
4	[cross_3;K_03_028,forfeit;D_02_038,italy;D_02_074,pour;F_02_063]	i	Curved	0.0			Open	0.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0		0
2	[forfeit;D_02_038,postpone;H_01_012]	i	Curved	0.0			Open	1.0	DominanceViolation	Curved	0	Neutral	Neutral	Neutral	0		0
2	[forfeit;D_02_038,postpone;H_01_012]	i	Curved	0.0			Open	1.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0	DominanceConditionViolation	0
4	[cross_3;K_03_028,forfeit;D_02_038,italy;D_02_074,pour;F_02_063]	i	Curved	0.0			Open	0.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0		0
3	[cross_3;K_03_028,find;B_03_076,forfeit;D_02_038]	i	Curved	0.0			Open	1.0	OneHanded	X-shaped	0	Neutral	Neutral	Neutral	0		0
3	[damn;F_01_098,dinosaur_2;K_03_047,forfeit;D_02_038]	m	Curved	0.0			Open	1.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0		0
5	[dinosaur_2;K_03_047,find;B_03_076,forfeit;D_02_038,italy;D_02_074,vacuum;D_03_084]	i	Curved	0.0			Open	1.0	OneHanded	Z-shaped	0	Neutral	Neutral	Neutral	0		0
4	[conduct_3;K_03_057,forfeit;D_02_038,friday;B_02_020,pepper;A_02_085]	i	Curved	0.0			Open	1.0	OneHanded	Curved	1	Neutral	Neutral	Neutral	0		0
2	[cocacola;D_02_040,inject;D_03_009]	t		1.0			Open		OneHanded	Straight	1	Arm	UpperArm		1		0
2	[cocacola;D_02_040,inject;D_03_009]	t		1.0			Open		OneHanded		0	Arm	UpperArm		1		0
2	[meat_2;F_03_021,steak;D_02_041]	m	Flat	0.0			Open	0.0	AsymmetricalDifferentHandshape		0	Hand	PalmBack		1	B	0
2	[meat_2;F_03_021,steak;D_02_041]	i	Flat	0.0			Open	0.0	AsymmetricalDifferentHandshape		1	Hand	PalmBack		1	B	0
2	[helicopter;D_02_042,mushroom;E_02_089]	imrp	Curved	0.0	1.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Curved	1	Hand	FingerTip		1	1	0
3	[helicopter;D_02_042,mushroom;E_02_089,popular;J_01_016]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	FingerTip		1	1	0
2	[fan;F_03_055,helicopter;D_02_042]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Curved	1	Hand	FingerTip		1	1	1
2	[helicopter;D_02_042,popular;J_01_016]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Curved	1	Hand	FingerRadial		1	1	0
3	[drill;D_02_044,escape;G_01_012,flipflops;F_03_077]	i	FullyOpen	0.0			Closed	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Other		1	5	0
2	[drill;D_02_044,flipflops;F_03_077]	i	FullyOpen	0.0			Open	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Other		1	5	0
3	[drill;D_02_044,escape;G_01_012,flipflops;F_03_077]	i	FullyOpen	0.0			Closed	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Other		1	5	0
2	[drill;D_02_044,escape;G_01_012]	i	FullyOpen	0.0			Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Other	HandAway	1	5	0
2	[curl;J_01_052,restaurant;D_02_045]	im	Crossed	0.0	0.0	0.0	Closed	0.0	OneHanded	Z-shaped	0	Head	HeadTop	Mouth	1		0
2	[curl;J_01_052,restaurant;D_02_045]	im	Crossed	0.0	0.0	0.0	Closed	0.0	OneHanded	Z-shaped	0	Head	Mouth	HeadTop	1		0
2	[tired;D_02_050,tube_top;E_01_067]	imrp	Curved	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Body	TorsoMid		1	c	0
2	[tired;D_02_050,tube_top;E_01_067]	imrp	Curved	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Body	Clavicle	TorsoMid	1	c	0
2	[tired;D_02_050,vest;J_03_050]	imrp	Curved	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Body	TorsoTop		1	c	0
2	[tired;D_02_050,vest;J_03_050]	imrp	Curved	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Body	Clavicle	TorsoBottom	1	c	0
2	[charge_card;E_02_056,impact;D_02_051]	imrp	FullyClosed	0.0		0.0	Closed	1.0	AsymmetricalDifferentHandshape	BackAndForth	0	Hand	Palm	HandAway	1	1	0
2	[charge_card;E_02_056,impact;D_02_051]	imrp	FullyClosed	0.0		0.0	Closed	1.0	AsymmetricalDifferentHandshape	BackAndForth	0	Hand	FingerRadial	HandAway	1	B	0
2	[impact;D_02_051,situation;H_03_066]	imrp	FullyClosed	0.0		0.0	Closed	1.0	AsymmetricalDifferentHandshape	Curved	0	Hand	FingerRadial	HandAway	1	1	0
2	[impact;D_02_051,situation;H_03_066]	imrp	FullyClosed	0.0		0.0	Closed	1.0	AsymmetricalDifferentHandshape	BackAndForth	0	Hand	FingerRadial	HandAway	1	1	1
2	[devour;K_01_047,teach;D_02_052]	imrp	Curved	0.0	0.0	0.0	Open	1.0	SymmetricalOrAlternating	Circular	1	Head	Forehead	HeadAway	0	o	0
2	[devour;K_01_047,teach;D_02_052]	imrp	Curved	0.0	0.0	0.0	Open	1.0	SymmetricalOrAlternating	Straight	1	Head	HeadAway	HeadAway	0	o	0
4	[accountant;A_03_044,grade;F_02_076,newspaper;D_02_053,therapy;H_03_088]	i	Flat	0.0			Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm		1	B	0
2	[grade;F_02_076,newspaper;D_02_053]	i	Flat	1.0			Open	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm		1	B	0
3	[newspaper;D_02_053,print;B_01_045,therapy;H_03_088]	i	Bent	1.0			Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm		1	B	0
4	[accountant;A_03_044,grade;F_02_076,newspaper;D_02_053,therapy;H_03_088]	i	Flat	0.0			Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm		1	B	0
2	[magnet_2;K_03_066,newspaper;D_02_053]	m	Flat	1.0			Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm		1	B	0
2	[magnet_2;K_03_066,newspaper;D_02_053]	i	Flat	1.0			Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm		1	B	0
3	[deaf_school;H_01_022,spot_something;G_01_002,think_over;D_02_054]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Head	Eye		0		0
3	[deaf_school;H_01_022,miss;G_02_049,think_over;D_02_054]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Head	Chin		0		0
2	[blow_candle_2;K_02_022,think_over;D_02_054]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Neutral	Forehead		0		0
