neighbors[list]	SelectedFingers.2.0	Flexion.2.0	FlexionChange.2.0	Spread.2.0	SpreadChange.2.0	ThumbPosition.2.0	ThumbContact.2.0	SignType.2.0	Movement.2.0	RepeatedMovement.2.0	MajorLocation.2.0	MinorLocation.2.0	SecondMinorLocation.2.0	Contact.2.0	NonDominantHandshape.2.0	UlnarRotation.2.0
[disappear;D_01_036,drown_4;K_03_077]	i	FullyOpen	1.0	nan	nan	Closed	0.0	AsymmetricalDifferentHandshape	Z-shaped	0	Hand	Other	HandAway	1	5	0
[bicycle;D_02_026,juggle;D_01_037]	imrp	FullyClosed	0.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	0	s	0
[bicycle;D_02_026,juggle;D_01_037]	imrp	FullyClosed	1.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	0	s	0
[many;D_03_065,juggle;D_01_037]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	Neutral	0	s	0
[many;D_03_065,juggle;D_01_037]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	nan	0	s	0
[signing_fluently;F_03_069,juggle;D_01_037]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	Neutral	0	s	0
[signing_fluently;F_03_069,juggle;D_01_037]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	0	s	0
[long_line;D_01_038,wall;E_01_089]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	4	0
[long_line;D_01_038,wall;E_01_089]	imrp	FullyOpen	0.0	1.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	closed_b	0
[long_line;D_01_038,worse;H_01_011]	im	FullyOpen	0.0	1.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	4	0
[long_line;D_01_038,worse;H_01_011]	imrp	FullyOpen	0.0	1.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	v	0
[long_line;D_01_038,weave;H_02_081]	imrp	FullyOpen	1.0	1.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	4	0
[long_line;D_01_038,all_over_body;H_03_078]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	4	0
[long_line;D_01_038,all_over_body;H_03_078]	imrp	FullyOpen	0.0	1.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	5	0
[teeth;D_01_040,toothbrush;D_03_073]	i	Flat	0.0	nan	nan	Closed	0.0	OneHanded	Curved	1	Head	HeadAway	HeadAway	0	nan	0
[teeth;D_01_040,toothbrush;D_03_073]	i	Bent	0.0	nan	nan	Closed	0.0	OneHanded	Straight	1	Head	HeadAway	HeadAway	0	nan	0
[scar_memory;F_03_089,teeth;D_01_040]	i	Bent	0.0	nan	nan	Closed	0.0	OneHanded	Straight	1	Head	HeadAway	HeadAway	0	nan	0
[scar_memory;F_03_089,teeth;D_01_040]	i	Bent	0.0	nan	nan	Closed	0.0	OneHanded	Curved	0	Head	HeadAway	HeadAway	0	nan	0
[hatbrim;J_03_106,teeth;D_01_040]	i	Bent	0.0	nan	nan	Open	0.0	OneHanded	Curved	1	Head	HeadAway	HeadAway	0	nan	0
[hatbrim;J_03_106,teeth;D_01_040]	i	Bent	0.0	nan	nan	Closed	1.0	OneHanded	Curved	1	Head	HeadAway	HeadAway	0	nan	0
[list;D_01_041,take_notes;F_03_094]	imrp	Curved	0.0	0.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Z-shaped	0	Hand	FingerFront	Palm	1	B	0
[list;D_01_041,take_notes;F_03_094]	imrp	Flat	0.0	0.0	0.0	Open	1.0	AsymmetricalDifferentHandshape	Z-shaped	0	Hand	FingerFront	Palm	1	B	0
[often;J_02_106,list;D_01_041]	imrp	Flat	0.0	0.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Z-shaped	0	Hand	Palm	Palm	1	B	0
[often;J_02_106,list;D_01_041]	imrp	Flat	0.0	0.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Z-shaped	0	Hand	FingerFront	FingerFront	1	B	0
[help;D_01_042,yourself;E_02_081]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	FingerRadial	nan	1	B	0
[help;D_01_042,yourself;E_02_081]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	nan	1	1	0
[sculpture;E_03_045,help;D_01_042]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Curved	1	Hand	Palm	nan	1	B	0
[sculpture;E_03_045,help;D_01_042]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	HandAway	1	B	0
[wash_dishes;F_01_070,help;D_01_042]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Circular	1	Hand	Palm	nan	1	B	0
[wash_dishes;F_01_070,help;D_01_042]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	Palm	1	B	0
[help;D_01_042,commute;H_02_044]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	PalmBack	nan	1	B	0
[help;D_01_042,commute;H_02_044]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	HandAway	1	B	0
[surgery;H_03_046,help;D_01_042]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	nan	1	B	0
[surgery;H_03_046,help;D_01_042]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	Heel	1	B	0
[cancer;G_03_056,chicago;D_01_043]	imrp	Curved	nan	0.0	0.0	Open	0.0	OneHanded	BackAndForth	0	Neutral	Neutral	Neutral	0	nan	0
[throw_2;K_01_068,chicago;D_01_043]	imrp	Curved	0.0	1.0	0.0	Open	0.0	OneHanded	BackAndForth	0	Neutral	Neutral	Neutral	0	nan	0
[chicago;D_01_043,pour_2;K_01_094]	imrp	Curved	0.0	0.0	0.0	Open	0.0	OneHanded	BackAndForth	0	Neutral	Neutral	Neutral	0	nan	1
[chicago;D_01_043,greet_2;K_02_095]	imrp	Curved	0.0	0.0	0.0	Open	0.0	OneHanded	BackAndForth	1	Neutral	Neutral	Neutral	0	nan	0
[afternoon;J_01_040,not_yet;D_01_044]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	nan	1	Neutral	Neutral	nan	0	nan	0
[afternoon;J_01_040,not_yet;D_01_044]	imrp	FullyOpen	1.0	0.0	0.0	Closed	0.0	OneHanded	nan	1	Neutral	Neutral	nan	0	nan	0
[skateboarding_3;K_02_110,not_yet;D_01_044]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	nan	1	Neutral	Neutral	nan	0	nan	0
[skateboarding_3;K_02_110,not_yet;D_01_044]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	OneHanded	nan	1	Neutral	Neutral	nan	0	B	0
[canoe;D_01_045,break;D_01_069]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	s	0
[canoe;D_01_045,break;D_01_069]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	s	1
[canoe;D_01_045,bicycle;D_02_026]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	0	s	0
[canoe;D_01_045,bicycle;D_02_026]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	0	s	0
[slave;E_03_094,canoe;D_01_045]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	0	s	0
[slave;E_03_094,canoe;D_01_045]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	s	0
[canoe;D_01_045,hit_1;F_02_005]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0	s	0
[canoe;D_01_045,hit_1;F_02_005]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	nan	0
[support_2;F_03_066,canoe;D_01_045]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	s	0
[support_2;F_03_066,canoe;D_01_045]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	s	0
[canoe;D_01_045,structure;H_01_035]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Other	0	Neutral	Neutral	Neutral	0	s	0
[canoe;D_01_045,structure;H_01_035]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	s	0
[canoe;D_01_045,system;H_01_061]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	BackAndForth	0	Neutral	Neutral	Neutral	0	s	0
[canoe;D_01_045,system;H_01_061]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	s	0
[canoe;D_01_045,toss_out;H_02_037]	imrp	FullyClosed	1.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	s	0
[canoe;D_01_045,toss_out;H_02_037]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	BackAndForth	0	Neutral	Neutral	Neutral	0	s	0
[ski-ca;K_03_033,canoe;D_01_045]	imrp	FullyClosed	0.0	nan	nan	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	s	0
[ski-ca;K_03_033,canoe;D_01_045]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	0	s	0
[japan;D_01_046,fashion;J_01_010]	i	Flat	1.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	1	g	0
[japan;D_01_046,fashion;J_01_010]	i	Flat	1.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	g	0
[thanksgiving;D_01_047,kiss_2;E_03_088]	imrp	Flat	0.0	0.0	0.0	Open	0.0	OneHanded	nan	0	Head	Mouth	nan	1	nan	0
[thanksgiving;D_01_047,kiss_2;E_03_088]	im	Flat	0.0	0.0	0.0	Open	1.0	OneHanded	nan	0	Head	Mouth	nan	1	nan	0
[wash_hands;F_01_056,paint;D_01_048]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerFront	Palm	1	open_b	0
[wash_hands;F_01_056,paint;D_01_048]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Circular	1	Hand	FingerFront	Palm	1	open_b	0
[idea;D_01_085,penny;D_01_049]	p	Flat	0.0	nan	nan	Closed	0.0	OneHanded	Straight	0	Head	Forehead	HeadAway	1	nan	0
[idea;D_01_085,penny;D_01_049]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	Straight	0	Head	Forehead	HeadAway	1	nan	0
[red_faced;F_03_030,penny;D_01_049]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	Straight	0	Head	Forehead	HeadAway	1	nan	0
[red_faced;F_03_030,penny;D_01_049]	i	Flat	0.0	nan	nan	Closed	0.0	OneHanded	Straight	0	Head	Chin	HeadAway	1	nan	0
[all_over_body;H_03_078,match;D_01_050]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	spread_open_e	0
[all_over_body;H_03_078,match;D_01_050]	imrp	Bent	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	5	0
[highlighter;G_01_020,write;D_01_051]	i	Bent	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	B	0
[highlighter;G_01_020,write;D_01_051]	i	Bent	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	FingerFront	1	B	0
[score;H_01_060,write;D_01_051]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	HandAway	1	B	0
[score;H_01_060,write;D_01_051]	i	Bent	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	B	0
[get_information_out_of;E_01_057,corkscrew;D_01_053]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	AsymmetricalSameHandshape	Circular	1	Hand	FingerRadial	HandAway	0	s	1
[get_information_out_of;E_01_057,corkscrew;D_01_053]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	AsymmetricalSameHandshape	Straight	1	Hand	HandAway	HandAway	0	s	1
[heart_touch;E_03_097,birthday;D_01_054]	m	Flat	0.0	nan	nan	Open	0.0	OneHanded	nan	0	Body	Chin	nan	1	nan	0
[heart_touch;E_03_097,birthday;D_01_054]	m	Flat	0.0	nan	nan	Open	0.0	OneHanded	nan	0	Head	TorsoTop	nan	1	nan	0
[birthday;D_01_054,chin_2;F_02_070]	i	Flat	0.0	nan	nan	Open	0.0	OneHanded	nan	0	Head	Chin	nan	1	nan	0
[birthday;D_01_054,chin_2;F_02_070]	m	Flat	0.0	nan	nan	Closed	0.0	OneHanded	nan	0	Head	Chin	nan	1	nan	0
[stink;H_01_064,birthday;D_01_054]	i	Flat	0.0	nan	nan	Open	0.0	OneHanded	nan	0	Head	Chin	nan	1	nan	0
[stink;H_01_064,birthday;D_01_054]	m	Flat	0.0	nan	nan	Open	0.0	OneHanded	nan	0	Head	CheekNose	nan	1	nan	0
[california;H_02_038,birthday;D_01_054]	ip	Flat	0.0	nan	nan	Open	0.0	OneHanded	nan	0	Head	Chin	nan	1	nan	0
[california;H_02_038,birthday;D_01_054]	m	Flat	0.0	nan	nan	Open	0.0	OneHanded	nan	0	Head	Other	nan	1	nan	0
[birthday;D_01_054,model_1;H_02_089]	m	Flat	0.0	nan	nan	Open	0.0	OneHanded	nan	0	Body	Chin	nan	1	nan	0
[birthday;D_01_054,model_1;H_02_089]	m	Flat	0.0	nan	nan	Open	0.0	OneHanded	nan	0	Head	Shoulder	nan	1	nan	0
[handsome_4;J_03_018,birthday;D_01_054]	m	Flat	0.0	nan	nan	Open	0.0	OneHanded	Curved	0	Head	Chin	nan	1	nan	0
[handsome_4;J_03_018,birthday;D_01_054]	m	Flat	0.0	nan	nan	Open	0.0	OneHanded	nan	0	Head	Chin	Forehead	1	nan	0
[boat;D_01_055,request;E_01_024]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	nan	1	open_b	0
[yeah;D_01_058,insurance;D_02_030]	p	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	nan	0	nan	0
[yeah;D_01_058,insurance;D_02_030]	p	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0	nan	0
[airplane;D_03_068,yeah;D_01_058]	ip	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	nan	0	nan	0
[airplane;D_03_068,yeah;D_01_058]	p	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0	nan	0
[yeah;D_01_058,pitcher;G_01_028]	p	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Curved	1	Neutral	Neutral	nan	0	nan	0
[yeah;D_01_058,pitcher;G_01_028]	p	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	nan	0	nan	1
[promote;D_01_061,category;E_01_034]	imrp	Curved	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	flat_b	0
[promote;D_01_061,category;E_01_034]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	c	0
[promote;D_01_061,step;E_01_070]	imrp	Flat	0.0	0.0	0.0	Closed	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	flat_b	0
[promote;D_01_061,step;E_01_070]	imrp	Flat	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	0	Neutral	Neutral	Neutral	0	flat_b	0
[promote;D_01_061,lift;G_02_082]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	flat_b	0
[promote;D_01_061,lift;G_02_082]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	open_b	0
[promote;D_01_061,wrap_up_2;K_02_062,go_ahead;J_01_041]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	0	flat_b	0
[sculpture;E_03_045,iron;D_01_063]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Curved	1	Hand	Palm	FingerFront	1	B	0
[sculpture;E_03_045,iron;D_01_063]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	HandAway	1	B	0
[wash_dishes;F_01_070,iron;D_01_063]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Circular	1	Hand	Palm	FingerFront	1	B	0
[wash_dishes;F_01_070,iron;D_01_063]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	Palm	1	B	0
[iron;D_01_063,commute;H_02_044]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	PalmBack	FingerFront	1	B	0
[iron;D_01_063,commute;H_02_044]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	HandAway	1	B	0
[surgery;H_03_046,iron;D_01_063]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	FingerFront	1	B	0
[surgery;H_03_046,iron;D_01_063]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	Heel	1	B	0
[lead;J_01_046,iron;D_01_063]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	FingerTip	FingerFront	1	B	0
[lead;J_01_046,iron;D_01_063]	t	nan	nan	nan	nan	Open	nan	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	nan	1	B	0
[out;E_02_066,in;E_03_062,copy;D_01_064]	imrp	Flat	0.0	1.0	1.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	C	0
[in;E_03_062,copy;D_01_064]	imrp	Flat	0.0	1.0	1.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	nan	1	B	0
[run_out_of;G_01_077,copy;D_01_064]	imrp	Flat	0.0	0.0	1.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	B	0
[slave;E_03_094,break;D_01_069]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	1	s	1
[slave;E_03_094,break;D_01_069]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	s	0
[support_2;F_03_066,break;D_01_069]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	s	1
[support_2;F_03_066,break;D_01_069]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	s	0
[structure;H_01_035,break;D_01_069]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Other	0	Neutral	Neutral	Neutral	1	s	1
[structure;H_01_035,break;D_01_069]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	s	0
[system;H_01_061,break;D_01_069]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	BackAndForth	0	Neutral	Neutral	Neutral	1	s	1
[system;H_01_061,break;D_01_069]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	s	0
[easy;D_01_070,window_open;E_02_075,from_then_on;H_02_040,end;E_01_074]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	0	Hand	FingerBack	HandAway	1	open_b	0
[easy;D_01_070,easy_to_do;G_02_073]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerBack	HandAway	1	open_b	0
[easy;D_01_070,easy_to_do;G_02_073,minimum;J_03_077]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	nan	1	Hand	FingerBack	HandAway	1	open_b	0
[produce_sign;J_03_051,lobster;D_01_072]	imrp	Curved	1.0	1.0	0.0	Open	1.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	nan	0	o	0
[produce_sign;J_03_051,lobster;D_01_072]	imrp	Curved	1.0	0.0	0.0	Open	1.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	nan	0	curved_5	0
[sail;D_01_074,east;D_03_082]	imrp	Bent	0.0	0.0	0.0	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[sail;D_01_074,east;D_03_082]	imrp	Curved	0.0	0.0	0.0	Closed	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[sail;D_01_074,sow;H_01_075,send;E_02_009]	imrp	Curved	1.0	0.0	0.0	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[sail;D_01_074,send;E_02_009]	imrp	Curved	0.0	0.0	1.0	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[sail;D_01_074,his;F_02_058]	imrp	FullyOpen	0.0	0.0	0.0	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[sail;D_01_074,ok;F_03_080]	imrp	Curved	nan	0.0	0.0	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[sail;D_01_074,ok;F_03_080]	imrp	Curved	0.0	0.0	nan	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[cancer;G_03_056,sail;D_01_074]	imrp	Curved	nan	0.0	0.0	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[introduce;D_01_076,swim;E_03_053]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	0	flat_b	1
[limited;G_01_003,introduce;D_01_076,go_ahead;J_01_041]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	flat_b	1
[limited;G_01_003,introduce;D_01_076]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	nan	0	flat_b	1
[bury;K_01_081,introduce;D_01_076]	imrp	Flat	1.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	flat_b	1
[introduce;D_01_076,castle_4;K_03_110]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	flat_b	1
[later;D_01_077,there;D_02_060]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,there;D_02_060]	i	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Straight	0	Neutral	Neutral	nan	0	nan	0
[later;D_01_077,italy;D_02_074]	i	Curved	0.0	nan	nan	Open	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,italy;D_02_074]	i	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Z-shaped	0	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,airplane;D_03_068]	ip	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,airplane;D_03_068]	i	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,flip_switch;E_01_066]	i	Bent	0.0	nan	nan	Open	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,flip_switch;E_01_066]	i	FullyOpen	0.0	nan	nan	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,hose;E_02_054]	i	Bent	0.0	nan	nan	Open	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,hose;E_02_054]	i	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,half;F_03_040]	i	FullyOpen	nan	nan	nan	Open	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,half;F_03_040]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,quarter;H_02_049]	i	Flat	0.0	nan	nan	Open	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,quarter;H_02_049]	i	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0	nan	0
[instagram;H_03_083,later;D_01_077]	i	Curved	0.0	nan	nan	Open	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[instagram;H_03_083,later;D_01_077]	i	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0	nan	0
[later;D_01_077,gun_3;K_01_069]	i	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0	nan	0
